File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\package-info.java,41,1,1,0,1,0,39,273,39,273
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\TreeBidiMap.java,2262,1257,862,257,262,5,743,4146,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\UnmodifiableBidiMap.java,138,73,45,9,18,2,47,283,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\UnmodifiableOrderedBidiMap.java,149,77,47,10,19,2,53,309,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\bidimap\UnmodifiableSortedBidiMap.java,160,90,56,12,21,2,49,286,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\collection\AbstractCollectionDecorator.java,178,80,45,15,25,0,73,518,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\collection\CompositeCollection.java,481,192,121,41,40,0,249,1451,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\collection\IndexedCollection.java,260,117,72,21,27,2,116,672,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\collection\package-info.java,36,1,1,0,1,0,34,235,34,235
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\collection\PredicatedCollection.java,444,148,107,31,33,0,263,1699,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\collection\SynchronizedCollection.java,232,129,73,22,27,0,76,396,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\collection\TransformedCollection.java,155,51,34,10,15,2,89,560,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\collection\UnmodifiableBoundedCollection.java,167,82,48,14,20,4,65,413,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\collection\UnmodifiableCollection.java,111,50,28,4,15,2,46,279,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\comparators\BooleanComparator.java,195,44,29,7,18,0,133,658,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\comparators\ComparableComparator.java,131,28,16,4,11,0,92,527,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\comparators\ComparatorChain.java,350,131,91,24,29,0,190,1109,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\comparators\FixedOrderComparator.java,300,119,79,24,22,1,159,968,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\comparators\NullComparator.java,182,47,32,10,18,0,117,675,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\comparators\package-info.java,28,1,1,0,1,0,26,174,26,174
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\comparators\ReverseComparator.java,125,37,24,9,12,0,76,413,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\comparators\TransformingComparator.java,134,47,32,9,13,0,74,409,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\AbstractQuantifierPredicate.java,57,14,10,1,9,0,34,194,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\AllPredicate.java,116,41,29,14,12,0,63,398,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\AndPredicate.java,92,29,20,4,11,0,52,302,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\AnyPredicate.java,113,40,26,14,10,0,63,399,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\CatchAndRethrowClosure.java,77,16,12,0,5,0,56,309,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ChainedClosure.java,127,47,33,10,13,0,67,398,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ChainedTransformer.java,129,45,31,10,13,0,71,425,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\CloneTransformer.java,73,20,12,4,8,2,45,262,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ClosureTransformer.java,87,26,19,4,11,0,50,267,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ComparatorPredicate.java,192,57,39,11,16,0,119,694,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ConstantFactory.java,91,27,18,5,12,2,52,296,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ConstantTransformer.java,130,49,32,13,14,1,67,346,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\DefaultEquator.java,85,27,17,4,13,2,45,232,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\EqualPredicate.java,122,39,28,10,14,0,69,375,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ExceptionClosure.java,73,23,15,2,11,2,39,215,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ExceptionFactory.java,73,23,15,2,11,2,39,210,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ExceptionPredicate.java,74,23,15,2,11,2,40,217,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ExceptionTransformer.java,75,23,15,2,11,2,41,226,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\FactoryTransformer.java,87,25,18,4,11,0,51,271,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\FalsePredicate.java,72,22,14,3,11,2,39,214,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\ForClosure.java,106,33,22,8,10,0,63,338,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\FunctorUtils.java,208,93,55,25,16,1,99,528,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\IdentityPredicate.java,85,24,17,5,11,0,50,274,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\IfClosure.java,157,51,35,8,15,0,91,465,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\IfTransformer.java,154,56,36,12,17,0,81,442,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\InstanceofPredicate.java,84,24,17,4,11,0,49,272,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\InstantiateFactory.java,140,63,46,9,13,0,64,352,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\InstantiateTransformer.java,131,56,39,9,13,0,62,348,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\InvokerTransformer.java,147,64,44,12,11,0,72,426,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\MapTransformer.java,88,25,18,5,11,0,52,288,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\NonePredicate.java,103,32,22,10,10,0,61,377,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\NOPClosure.java,71,21,13,2,11,0,39,194,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\NOPTransformer.java,72,22,14,3,11,0,39,205,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\NotNullPredicate.java,72,22,14,3,11,0,39,215,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\NotPredicate.java,86,26,18,4,11,0,49,272,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\NullIsExceptionPredicate.java,92,30,21,5,11,0,51,289,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\NullIsFalsePredicate.java,90,29,20,6,11,0,50,286,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\NullIsTruePredicate.java,90,29,20,6,11,0,50,285,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\NullPredicate.java,72,22,14,3,11,0,39,212,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\OnePredicate.java,108,37,25,11,10,0,61,378,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\OrPredicate.java,92,29,20,4,11,0,52,303,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\package-info.java,43,1,1,0,1,0,41,222,41,222
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\PredicateDecorator.java,41,5,4,0,5,0,31,195,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\PredicateTransformer.java,86,25,18,4,11,0,50,263,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\PrototypeFactory.java,209,104,78,10,20,2,85,419,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\StringValueTransformer.java,72,21,14,3,11,0,40,211,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\SwitchClosure.java,187,76,52,14,15,0,96,598,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\SwitchTransformer.java,200,85,53,19,16,0,99,605,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\TransformedPredicate.java,109,37,25,6,13,0,59,321,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\TransformerClosure.java,86,25,18,4,11,0,50,261,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\TransformerPredicate.java,92,31,22,5,11,0,50,266,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\TruePredicate.java,72,22,14,3,11,0,39,201,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\UniquePredicate.java,71,19,14,2,10,0,42,245,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\functors\WhileClosure.java,124,42,29,8,11,0,71,406,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\iterators\AbstractEmptyIterator.java,76,36,24,4,15,0,25,147,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\iterators\AbstractEmptyMapIterator.java,46,15,10,0,7,0,24,149,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\iterators\AbstractIteratorDecorator.java,48,11,7,1,6,0,31,188,16,127
C:\Users\SHUBHAM\Desktop\Projects\commons-collections4-4.3\src\main\java\org\apache\commons\collections4\iterators\AbstractListIteratorDecorator.java,114,51,29,8,17,0,46,235,16,127
