File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\Tokeniser.java,297,231,170,47,42,22,24,309,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\TokeniserState.java,1738,1666,1111,272,28,19,44,348,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\TokenQueue.java,409,225,155,65,49,7,135,871,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\TreeBuilder.java,91,71,58,14,17,9,3,55,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\parser\XmlTreeBuilder.java,146,113,80,25,17,6,16,180,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\safety\Cleaner.java,176,112,91,12,25,7,39,376,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\safety\package-info.java,5,1,1,0,1,0,3,10,3,10
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\safety\Whitelist.java,647,353,235,70,70,16,224,1340,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\Collector.java,90,62,44,9,16,0,12,61,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\CombiningEvaluator.java,107,80,53,12,19,1,8,60,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\Elements.java,643,297,197,97,59,0,287,1668,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\Evaluator.java,779,532,317,92,140,3,107,362,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\NodeFilter.java,59,13,6,0,5,0,41,327,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\NodeTraversor.java,140,87,62,25,11,5,42,269,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\NodeVisitor.java,32,6,5,0,4,0,22,188,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\package-info.java,4,1,1,0,0,0,3,9,3,9
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\QueryParser.java,381,304,211,29,49,12,28,193,0,0
